id_x,names,type,crosses,breeder,effects,ailment,flavor,name,category,THC-Total,CBD-Total
182,Hong Kong,Hybrid,0,,,,,,,,
183,Huckleberry,Hybrid,0,,,,,,,,
184,Hydro Green Crack,Sativa,0,,,,,,,,
185,Ice,Hybrid,0,Nirvana,,,,,,,
186,Ice Cream,Hybrid,0,Paradise Seeds,,,,,,,
187,Ingrid,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid","Pain, Inflammation, Stress, Insomnia, Depression","Earthy, Skunk",Ingrid - Pre-roll,"Flowers,Pre-Roll",,
188,Island Sweet Skunk,Sativa,0,Jordan of the Island,"Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Paranoid","Stress, Pain, Depression","Sweet, Skunk",,,,
189,J1,Hybrid,0,Unknown Breeder,,,,J1 - Hash,,,
190,J-27,Sativa,0,,"Energetic, Focused, Uplifted, Creative, Euphoric, Anxious, Dry Mouth, Paranoid","Stress, Pain, Nausea","Citrus, Orange",,,,
191,Jack Flash,Hybrid,0,Sensi Seeds,,,,Jack Flash - Shatter,"Concentrate,Shatter,",,
192,Jack Frost,Hybrid,0,GoldenSeed,,,,Jack Frost - Pre-roll,"Flowers,Pre-Roll",,
193,Jack Herer,Hybrid,"370,268,174",Sensi Seeds,"Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite","Earthy, Pine",Jack Herer Chocolate Bar,"Edibles,Chocolate,",18.14%,0.07%
194,Jack Kush,Hybrid,0,Unknown Breeder,,,,Jack Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
195,Jack the Ripper,Hybrid,0,TGA Seeds,"Happy, Energetic, Uplifted, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Lemon, Citrus, Earthy",,,19.32%,0.17%
196,Jamaican Pearl,Sativa,0,,"Euphoric, Happy, Uplifted, Creative, Energetic, Dry Mouth, Paranoid","Stress, Depression, Pain, Nausea","Earthy, Sweet",Jamaican Pearl - Wax,"Concentrate,Wax,",,
197,Jillybean,Hybrid,"349,103",TGA,,,,,,,
198,Juicy Fruit,Hybrid,10,Sensi Seeds,,,,Juicy Fruit - Wax,"Concentrate,Wax,",18.62%,0.07%
199,Jupiter Kush,Hybrid,0,,,,,,,,
200,Jupiter OG,Hybrid,0,Clone Queen,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Depression, Nausea","Pine, Citrus",Jupiter OG - Shatter,"Concentrate,Shatter,",,
201,K Train,Hybrid,0,Woodhorse,,,,,,,
202,Kaboom,Hybrid,0,TGA Seeds,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Nausea","Earthy, Pine",Kaboom - Wax,"Concentrate,Wax,",,
203,Kahuna,Hybrid,0,Soma Seeds,"Uplifted, Euphoric, Relaxed, Creative, Focused, Dry Mouth","Stress, Pain, Depression, Insomnia","Sweet, Orange",,,,
204,Kali Mist,Hybrid,0,Serious Seeds,"Energetic, Creative, Happy, Focused, Uplifted, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Lack of Appetite, Muscle Spasms","Earthy, Sweet, Citrus",Kali Mist - Crumble,"Concentrate,Crumble,Wax,",,
205,Kandy Kush,Hybrid,0,Reserva Privada,,,,Kandy Kush - Water Hash,"Concentrate,Bubble Hash,",,
206,Key Lime Haze,Hybrid,0,,,,,,,,
207,Khola,Hybrid,0,Dutch Passion Seed Company,,,,,,,
208,Killer Queen,Hybrid,0,Reservoir,,,,Killer Queen - Shatter,"Concentrate,Shatter,",,
209,King Kong,Hybrid,0,Dr. Underground,,,,King Kong - Wax,"Concentrate,Wax,",20.83%,0.22%
210,King Kush,Indica,0,GreenLeaf Healing Collective,,,,,,,
211,King Louis,Indica,0,Uprising Seed Co.,,,,,,,
212,King's Bread,Sativa,0,,,,,,,,
213,King's Kush,Hybrid,0,,,,,,,,
214,Kryptonite,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Tingly, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Pain, Stress, Insomnia, Depression","Sweet, Earthy, Pine",Kryptonite - Shatter,"Concentrate,Shatter,",7.81%,0.05%
215,Kush Berry,Hybrid,0,Motarebel Seeds,,,,Kush Berry - Oil,"Concentrate,Oil,",,
216,Kushberry,Indica,0,,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression","Berry, Sweet, Earthy",,,,
217,LA Confidential,Hybrid,0,DNA Genetics,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression","Earthy, Pine, Sweet",La Confidential - Pre-roll,"Flowers,Pre-Roll",,
218,LA Jack,Hybrid,0,,,,,,,,
219,LA Woman,Hybrid,0,DNA Genetics,,,,,,,
220,Lambo OG,Hybrid,0,,,,,,,,
221,Lamb's Bread,Sativa,0,,,,,,,,
222,Lavender,Indica,0,Soma,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Nausea","Lavender, Sweet",,,20.55%,0.15%
223,Lavender Kush,Hybrid,0,Unknown Breeder,,,,Lavender Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
224,Lemon Diesel,Hybrid,0,Emerald Triangle,,,,Granola,"Edibles,Snack,",,
225,Lemon Drop,Hybrid,0,Unknown Breeder,,,,,,,
226,Lemon G,Hybrid,0,Alien Genetics,"Focused, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid","Pain, Stress, Depression, Inflammation, Nausea","Lemon, Citrus, Sweet",,,,
227,Lemon Haze,Hybrid,0,Flash Seeds,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Lack of Appetite","Lemon, Citrus, Sweet",Lemon Haze - Oil,"Concentrate,Oil,",,
228,Lemon Kush,Hybrid,0,Alien Genetics,,,,Lemon Kush - Oil,"Concentrate,Oil,",,
229,Lemon OG,Hybrid,0,Bud Rx Delivery,,,,,,23.28%,0.23%
230,Lemon Sativa,Sativa,0,,"Happy, Euphoric, Energetic, Creative, Focused, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Insomnia","Lemon, Citrus, Earthy",Lemon Sativa - Oil,"Concentrate,Oil,",,
231,Lemon Skunk,Hybrid,370,Jordan of the Island,,,,,,22.24%,0.14%
232,Lifesaver,Hybrid,115,B.O.G. Seeds,,,,,,,
233,Lions Gate,Hybrid,0,Unknown Breeder,"Happy, Uplifted, Energetic, Focused, Creative, Dry Mouth, Paranoid","Stress, Insomnia, Nausea",Citrus,,,,
234,Liquid Butter,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Talkative, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression",Earthy,,,,
235,LSD,Hybrid,"233,270",,,,,LSD - Oil,"Concentrate,Oil,",,
236,LVPK,Hybrid,0,,,,,,,,
237,M-39,Indica,0,SSSC,"Relaxed, Sleepy, Euphoric, Horny, Hungry, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Pain","Earthy, Lemon",,,,
238,Mad Dawg,Hybrid,0,,,,,,,,
239,Madagascar,Indica,0,,"Sleepy, Relaxed, Hungry, Happy, Euphoric, Dry Mouth","Insomnia, Stress, Pain, Muscle Spasms","Earthy, Sweet, Skunk",,,,
240,Mako Haze,Hybrid,0,Kiwiseeds,"Happy, Euphoric, Relaxed, Hungry, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Pain","Citrus, Pine, Earthy",,,,
241,Mango,Hybrid,0,K.C. Brains,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Mango, Sweet",Mango - Wax,"Concentrate,Wax,",17.49%,0.52%
242,Mango Dream,Hybrid,0,Unknown Breeder,"Happy, Creative, Euphoric, Relaxed, Focused, Paranoid, Dry Mouth","Stress, Pain, Depression","Sweet, Mango, Earthy",Mango Dream - Shatter,"Concentrate,Shatter,",,
243,Mango Kush,Hybrid,0,Unknown Breeder,,,,Mango Kush - Pre-roll,"Flowers,Pre-Roll",,
244,Maple Leaf Indica,Hybrid,0,Sensi Seeds,,,,,,,
245,Mars OG,Hybrid,0,Clone Queen,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Insomnia, Lack of Appetite, Depression","Pine, Earthy",Mars OG - Shatter,"Concentrate,Shatter,",,
246,Martian Mean Green,Hybrid,0,DNA Genetics,,,,Martian Mean Green - Wax,"Concentrate,Wax,",,
247,Master Bubba,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Inflammation","Earthy, Sweet",Master Bubba - Shatter,"Concentrate,Shatter,",,
248,Master Kush,Hybrid,0,White Label Co.,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression",Earthy,Master Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",14.87%,0.15%
249,Maui,Hybrid,0,Unknown Breeder,"Talkative, Energetic, Happy, Uplifted, Euphoric, Dry Mouth, Anxious","Depression, Stress, Lack of Appetite","Citrus, Sweet",Maui .7G - Pre-roll,"Flowers,Pre-Roll",,
250,Maui Berry,Hybrid,0,,,,,,,,
251,Maui Waui,Sativa,0,,,,,,,12.92%,0.33%
252,Mazar I Sharif,Indica,0,,"Relaxed, Euphoric, Happy, Sleepy, Creative, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression, Lack of Appetite",Earthy,,,,
253,Medicine Man,Hybrid,0,Shantibaba,,,,Medicine Man - Wax,"Concentrate,Wax,",,
254,Mendocino Purps,Hybrid,0,,,,,,,,
255,Mercury OG,Indica,0,,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Nausea",Earthy,,,,
256,Mexican,Sativa,0,,"Uplifted, Focused, Happy, Hungry, Relaxed, Dry Mouth, Paranoid","Depression, Stress, Lack of Appetite",Earthy,,,,
257,Misty Kush,Indica,0,,"Happy, Euphoric, Relaxed, Uplifted, Talkative, Dry Mouth, Paranoid","Muscle Spasms, Pain, Insomnia","Sweet, Mango, Lemon",,,,
258,MK Ultra,Hybrid,0,T.H.Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression, Lack of Appetite","Earthy, Sweet",Pop Rocks - Grape,"Edibles,Candy,",,
259,Moby Dick,Hybrid,0,Dinafem Seeds,"Happy, Euphoric, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain","Citrus, Earthy, Sweet",Moby Dick - Shatter,"Concentrate,Shatter,",,
260,Morning Star,Hybrid,0,Holistic Healing Collective,,,,,,,
261,Nebula,Hybrid,0,,,,,,,,
262,Neptune Kush,Indica,0,,"Relaxed, Uplifted, Happy, Hungry, Dry Mouth, Paranoid","Depression, Insomnia, Stress, Pain, Lack of Appetite","Citrus, Pine, Honey",,,,
263,Neptune OG,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Stress, Muscle Spasms, Nausea",Earthy,Neptune OG - Water Hash,"Concentrate,Bubble Hash,",,
264,Neville's Haze,Hybrid,0,,,,,,,,
265,Northern Lights,Hybrid,10,Seed Bank,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Pine, Sweet",Reefer - Northern Lights - Pre-roll,"Flowers,Pre-Roll",19.41%,0.14%
266,Northern Lights #5,Hybrid,0,Sensi Seeds,"Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Inflammation, Nausea","Sweet, Pine, Citrus",Northern Lights #5 - Oil,"Concentrate,Oil,",21.03%,0.18%
267,Nuggetry OG,Indica,0,,"Creative, Euphoric, Sleepy, Happy, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Nausea, Depression",Earthy,,,,
268,NYC Diesel,Hybrid,"10,378",Soma Seeds,,,,NYC Diesel Chocolate Bar,"Edibles,Chocolate,",,
269,Odyssey,Hybrid,0,Unknown Breeder,,,,Odyssey - Water Hash,"Concentrate,Bubble Hash,",,
270,OG Kush,Hybrid,0,Unknown Breeder,,,,OG Kush - Pre-roll,"Flowers,Pre-Roll",17.05%,0.10%
271,OG Poison,Hybrid,0,,,,,,,,
272,OG Wreck,Hybrid,0,Unknown Breeder,,,,OG Wreck - Vaporizer Disposable,"Vapes,Disposable Vape,",,
273,OGiesel,Hybrid,0,The Cali Connection,,,,OGiesel - Water Hash,"Concentrate,Bubble Hash,",,
274,Ogre,Hybrid,0,Unknown Breeder,,,,Ogre - Vaporizer Cartridge,"Vapes,Vape Cartidge,",8.35%,0.05%
275,Old Lyme Connecticut OG,Hybrid,0,,,,,,,,
276,Orange Bud,Hybrid,0,Dutch Passion Seed Company,,,,Orange Bud - Shatter,"Concentrate,Shatter,",,
277,Orange Crush,Hybrid,0,BC Growers Association,,,,Orange Crush - Wax,"Concentrate,Wax,",,
278,Orange Dream,Hybrid,0,Unknown Breeder,,,,Orange Dream - Oil,"Concentrate,Oil,",20.29%,0.10%
279,Orange Kush,Hybrid,0,Green Devil Genetics,"Relaxed, Happy, Uplifted, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia, Nausea","Citrus, Orange, Sweet",Orange Kush - Oil,"Concentrate,Oil,",21.18%,0.22%
280,Orange Velvet,Hybrid,0,TGA Seeds,,,,,,,
281,Organic Diesel,Hybrid,0,,,,,,,,
282,P-91,Hybrid,0,,,,,,,,
283,Panama Red,Hybrid,0,Sensi Seeds,"Happy, Uplifted, Energetic, Focused, Horny, Dry Mouth, Anxious, Paranoid","Depression, Stress, Pain","Citrus, Pine",Panama Red Cake Pop,"Edibles,",,
284,Pandora's Box,Sativa,"196, 386",TGA,,,,,,,
285,Papaya,Hybrid,0,Nirvana,"Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Inflammation",Sweet,Papaya Tincture,"Tincture,",16.22%,0.13%
286,Permafrost,Hybrid,0,Unknown Breeder,,,,Permafrost - Wax,"Concentrate,Wax,",15.77%,0.15%
287,Pineapple,Hybrid,0,Unknown Breeder,,,,Pineapple - Pre-roll,"Flowers,Pre-Roll",24.26%,0.24%
288,Pineapple Diesel,Hybrid,0,Dynasty Seeds,,,,Pineapple Diesel - Space Foam,"Concentrate,Wax,",,
289,Pineapple Express,Hybrid,0,G13 Labs,,,,Pineapple Express - Pre-roll,"Flowers,Pre-Roll",21.36%,0.18%
290,Pineapple Kush,Hybrid,0,Royal Queen,,,,Pineapple Kush - Wax,"Concentrate,Wax,",18.99%,0.13%
291,Pineapple Thai,Hybrid,0,Unknown Breeder,"Happy, Relaxed, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid","Pain, Muscle Spasms, Stress, Depression","Pineapple, Sweet",Pineapple Thai - Vaporizer Disposable,"Vapes,Disposable Vape,",,
292,Pineapple Trainwreck,Hybrid,0,Dying Breed Seeds,,,,Pineapple Trainwreck - Wax,"Concentrate,Wax,",,
293,Pink Pez,Hybrid,0,Unknown Breeder,,,,Pez - Pre-roll,"Flowers,Pre-Roll",,
294,Pitbull,Indica,0,,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Nausea, Insomnia","Earthy, Sweet",,,,
295,Platinum Bubba,Hybrid,0,Unknown Breeder,,,,Platinum Bubba - Crumble,"Concentrate,Crumble,Wax,",,
296,Platinum Bubba Kush,Indica,0,Holistic Healing Collective,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Inflammation",Earthy,,,,
297,Platinum Kush,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Lack of Appetite, Pain, Depression","Earthy, Sweet",Platinum Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",16.57%,0.24%
298,Platinum OG,Indica,0,The Bionosphere,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Pain, Depression, Lack of Appetite","Earthy, Sweet",,,,
299,Platinum Purple Kush,Indica,0,,"Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious","Insomnia, Stress, Pain, Depression, Lack of Appetite","Sweet, Berry, Earthy",,,,
300,Pluto Kush,Indica,0,,"Euphoric, Sleepy, Creative, Hungry, Relaxed, Dry Mouth","Insomnia, Pain, Stress, Depression, Nausea","Blueberry, Berry",,,,
301,Poison Haze,Sativa,0,,"Energetic, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid","Depression, Insomnia, Nausea, Pain, Stress","Citrus, Orange",,,,
302,Pot of Gold,Hybrid,0,Flying Dutchmen Seed Company,"Relaxed, Sleepy, Euphoric, Hungry, Uplifted, Paranoid, Anxious, Dry Mouth","Insomnia, Pain, Lack of Appetite, Stress","Sweet, Grape, Pineapple",Pot of Gold - Shatter,"Concentrate,Shatter,",,
303,Power Kush,Hybrid,0,Dinafem Seeds,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious","Stress, Pain, Depression, Muscle Spasms","Sweet, Skunk, Lime",Power Kush - Oil,"Concentrate,Oil,",,
304,Power Plant,Hybrid,0,Dutch Passion Seed Company,"Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Paranoid","Pain, Stress, Depression, Inflammation",Earthy,THC capsules,"Edibles,Pill",,
305,Pre 98 Bubba Kush,Hybrid,0,Unknown Breeder,,,,Pre 98 Bubba Kush - Shatter,"Concentrate,Shatter,",18.46%,0.12%
306,Pure Afghan,Hybrid,0,DNA Genetics,"Relaxed, Sleepy, Happy, Hungry, Creative, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Depression",Earthy,Pure Afghan - Wax,"Concentrate,Wax,",,
307,Pure Kush,Indica,0,Uprising Seed Co.,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid","Pain, Insomnia, Stress, Nausea","Earthy, Skunk",,,,
308,Pure OG,Indica,0,Jade Lotus Collective,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Nausea, Inflammation","Earthy, Pine",,,,
309,Pure Power Plant,Hybrid,0,White Label Co.,,,,,,,
310,Purple Afghani,Hybrid,0,BC Bud Depot,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression","Sweet, Grape",Purple Afghani - Oil,"Concentrate,Oil,",,
311,Purple Arrow,Hybrid,0,Phat Panda,,,,Purple Arrow - Shatter,"Concentrate,Shatter,",16.63%,0.10%
312,Purple Buddha,Hybrid,0,BC Bud Depot,"Euphoric, Relaxed, Happy, Creative, Focused, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression","Berry, Sweet, Grape",,,,
313,Purple Candy,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid","Insomnia, Stress, Pain, Depression, Muscle Spasms","Sweet, Grape, Earthy",Purple Candy - Space Foam,"Concentrate,Wax,",,
314,Purple Cream,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression","Pine, Sweet",Purple Cream - Pre-roll,"Flowers,Pre-Roll",,
315,Purple Diesel,Hybrid,0,Unknown Breeder,,,,Purple Diesel - Water Hash,"Concentrate,Bubble Hash,",,
316,Purple Dragon,Indica,0,Purple Dragon Farms,"Relaxed, Euphoric, Uplifted, Happy, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Depression, Pain","Grape, Earthy, Sweet",,,,
317,Purple Dream,Hybrid,0,The Global Seedbank,,,,Purple Dream - Wax,"Concentrate,Wax,",,
318,Purple Goo,Hybrid,0,Unknown Breeder,"Relaxed, Euphoric, Happy, Talkative, Hungry, Dry Mouth, Paranoid","Stress, Pain, Depression","Lavender, Pine",Purple Goo - Shatter,"Concentrate,Shatter,",,
319,Purple Hashplant,Hybrid,0,Unknown Breeder,,,,Purple Hashplant - Shatter,"Concentrate,Shatter,",,
320,Purple Haze,Hybrid,0,White Label Co.,"Euphoric, Happy, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid","Depression, Stress, Pain","Earthy, Sweet, Berry",Purple Haze Cake Pop,"Edibles,",15.10%,0.10%
321,Purple Ice,Hybrid,0,Nirvana,,,,Purple Ice - Oil,"Concentrate,Oil,",,
322,Purple Kush,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Muscle Spasms","Earthy, Berry, Grape",Purple Kush - Pre-roll,"Flowers,Pre-Roll",,
323,Purple Mr. Nice,Indica,0,,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious","Insomnia, Pain, Depression, Stress, Nausea","Earthy, Grape, Sweet",,,,
324,Purple Nepal,Hybrid,0,Bald Man Lala,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression","Grape, Berry",Purple Nepal - Crumble,"Concentrate,Crumble,Wax,",17.02%,0.13%
325,Purple Passion,Indica,0,,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid","Stress, Insomnia, Lack of Appetite, Muscle Spasms, Pain","Earthy, Sweet",,,,
326,Purple Princess,Hybrid,0,Unknown Breeder,,,,Purple Princess - Wax,"Concentrate,Wax,",,
327,Purple Skunk,Hybrid,0,Dutch Passion Seed Company,,,,Purple Skunk - Shatter,"Concentrate,Shatter,",,
328,Purple Sour Diesel,,0,PAPA GANJA,,,,,,,
329,Purple Tonic,Hybrid,0,Purple Caper Seeds,"Happy, Uplifted, Energetic, Euphoric, Sleepy","Depression, Stress, Insomnia, Pain",Blueberry,,,,
330,Purple Trainwreck,Hybrid,0,Humboldt Seed Organisation,,,,Purple Trainwreck - Pre-roll,"Flowers,Pre-Roll",,
331,Purple Urkle,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Pain, Insomnia, Stress, Depression, Inflammation","Sweet, Grape, Berry",Purple Urkle - Vaporizer Cartridge,"Vapes,Vape Cartidge,",4.17%,< 0.01%
332,Purple Voodoo,Hybrid,0,Unknown Breeder,,,,,,,
333,Purple Wreck,Hybrid,0,Reserva Privada,"Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Inflammation","Grape, Sweet, Berry",Purple Wreck - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
334,PVC OG,Indica,0,,"Tingly, Focused, Talkative, Uplifted, Energetic","Muscle Spasms, Pain, Stress",,,,,
335,Qleaner,Hybrid,0,TGA Seeds,,,,,,,
336,Qrazy Train,Hybrid,0,TGA Seeds,,,,Qrazy Train - Wax,"Concentrate,Wax,",26.65%,0.22%
337,Querkle,Hybrid,"386, 333",TGA Seeds,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Depression","Sweet, Earthy, Berry",Querkle - Water Hash,"Concentrate,Bubble Hash,",18.89%,0.16%
338,Raspberry Kush,Hybrid,0,Unknown Breeder,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Pain, Lack of Appetite, Muscle Spasms","Berry, Sweet",Raspberry Kush Dark Chocolate Bar,"Edibles,Chocolate,",,
339,ReCON,Hybrid,0,DNA Genetics,"Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Insomnia, Nausea, Pain, Lack of Appetite",Sweet,,,,
340,Red Dragon,Hybrid,0,,,,,Red Dragon - Shatter,"Concentrate,Shatter,",,
341,Red Dwarf,Hybrid,0,Buddha Seeds,"Sleepy, Euphoric, Happy, Relaxed, Talkative, Dry Mouth, Paranoid","Pain, Stress, Depression, Insomnia, Inflammation","Skunk, Earthy",,,,
342,Red Haze,Hybrid,0,Unknown Breeder,"Relaxed, Energetic, Focused, Hungry, Euphoric, Dry Mouth","Stress, Depression, Pain, Insomnia","Sweet, Earthy",,,,
343,Redwood Kush,Hybrid,0,Unknown Breeder,"Euphoric, Relaxed, Uplifted, Happy, Focused, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Depression, Muscle Spasms","Pine, Earthy",Redwood Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
344,Richie Rich,Hybrid,0,,,,,,,,
345,Rocklock,Hybrid,0,DNA Genetics,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid","Stress, Depression, Muscle Spasms, Inflammation",Earthy,,,,
346,Romping Goddess,Hybrid,0,,,,,,,,
347,Romulan,Hybrid,0,Federation Seed Company,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Muscle Spasms","Earthy, Sweet",Romulan - Pre-roll,"Flowers,Pre-Roll",,
348,Romulan Grapefruit,Hybrid,0,Next Generation Seeds,,,,Grapefruit Rom - Pre-roll,"Flowers,Pre-Roll",,
349,Root Beer Kush,Hybrid,0,Unknown Breeder,"Relaxed, Uplifted, Energetic, Creative, Dry Mouth, Paranoid","Stress, Depression, Nausea","Sweet, Vanilla",Root Beer Kush - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
350,Russian Rocket Fuel,Hybrid,0,Short Stuff,,,,,,,
351,Sage,Hybrid,0,,,,,,,,
352,Sage N Sour,Sativa,0,ThSeeds,"Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain",Earthy,,,,
353,Satori,Hybrid,0,Mandala Seeds,,,,Satori - Water Hash,"Concentrate,Bubble Hash,",,
354,Seattle Blue,Indica,0,,"Euphoric, Relaxed, Uplifted, Happy, Hungry, Dry Mouth, Anxious, Paranoid","Insomnia, Pain, Lack of Appetite, Depression","Sweet, Blueberry",,,,
355,Sensi Star,Hybrid,0,Paradise Seeds,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Lack of Appetite","Earthy, Sweet",Sensi Star - Pre-roll,"Flowers,Pre-Roll",20.19%,0.24%
356,SFV OG,Hybrid,0,The Cali Connection,,,,SFV OG - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
357,Shaman,Hybrid,0,Dutch Passion Seed Company,"Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Pain","Sweet, Lemon",Shaman - Vaporizer Cartridge,"Vapes,Vape Cartidge,",,
